0.00390625 0.0738041
0.0117188 0.011438
0.0195312 -0.0475692
0.0273438 -0.10299
0.0351562 -0.154659
0.0429688 -0.202469
0.0507812 -0.246367
0.0585938 -0.286347
0.0664062 -0.322445
0.0742188 -0.354734
0.0820312 -0.383312
0.0898438 -0.408305
0.0976562 -0.429852
0.105469 -0.448108
0.113281 -0.463236
0.121094 -0.475403
0.128906 -0.484776
0.136719 -0.491524
0.144531 -0.495811
0.152344 -0.497798
0.160156 -0.497638
0.167969 -0.495478
0.175781 -0.49146
0.183594 -0.485715
0.191406 -0.47837
0.199219 -0.46954
0.207031 -0.459337
0.214844 -0.447862
0.222656 -0.435211
0.230469 -0.421474
0.238281 -0.406732
0.246094 -0.391063
0.253906 -0.374537
0.261719 -0.357222
0.269531 -0.339177
0.277344 -0.320459
0.285156 -0.301121
0.292969 -0.281213
0.300781 -0.260778
0.308594 -0.239859
0.316406 -0.218495
0.324219 -0.196722
0.332031 -0.174574
0.339844 -0.152083
0.347656 -0.129278
0.355469 -0.106187
0.363281 -0.0828354
0.371094 -0.0592473
0.378906 -0.0354456
0.386719 -0.0114517
0.394531 0.0127141
0.402344 0.0370327
0.410156 0.0614861
0.417969 0.086057
0.425781 0.110729
0.433594 0.135487
0.441406 0.160315
0.449219 0.185199
0.457031 0.210126
0.464844 0.235082
0.472656 0.260054
0.480469 0.28503
0.488281 0.309998
0.496094 0.334946
0.503906 0.359863
0.511719 0.384736
0.519531 0.409556
0.527344 0.434311
0.535156 0.45899
0.542969 0.483584
0.550781 0.50808
0.558594 0.532469
0.566406 0.556741
0.574219 0.580884
0.582031 0.604889
0.589844 0.628744
0.597656 0.65244
0.605469 0.675966
0.613281 0.69931
0.621094 0.722463
0.628906 0.745413
0.636719 0.76815
0.644531 0.790662
0.652344 0.812937
0.660156 0.834965
0.667969 0.856733
0.675781 0.87823
0.683594 0.899443
0.691406 0.920359
0.699219 0.940966
0.707031 0.961252
0.714844 0.981201
0.722656 1.0008
0.730469 1.02004
0.738281 1.03889
0.746094 1.05735
0.753906 1.0754
0.761719 1.09303
0.769531 1.1102
0.777344 1.12691
0.785156 1.14314
0.792969 1.15886
0.800781 1.17404
0.808594 1.18867
0.816406 1.2027
0.824219 1.21611
0.832031 1.22887
0.839844 1.24091
0.847656 1.2522
0.855469 1.26266
0.863281 1.27224
0.871094 1.28083
0.878906 1.28834
0.886719 1.29463
0.894531 1.29954
0.902344 1.30289
0.910156 1.30443
0.917969 1.30386
0.925781 1.30081
0.933594 1.29484
0.941406 1.28537
0.949219 1.2717
0.957031 1.25298
0.964844 1.22815
0.972656 1.19593
0.980469 1.15478
0.988281 1.10287
0.996094 1.03802
