0 0
0.000976562 0.000931388
0.00292969 0.00279416
0.00488281 0.00465693
0.00683594 0.00651969
0.00878906 0.00838243
0.0107422 0.0102452
0.0126953 0.0121079
0.0146484 0.0139705
0.0166016 0.0158332
0.0185547 0.0176958
0.0205078 0.0195584
0.0224609 0.0214209
0.0244141 0.0232834
0.0263672 0.0251458
0.0283203 0.0270082
0.0302734 0.0288705
0.0322266 0.0307327
0.0341797 0.0325949
0.0361328 0.034457
0.0380859 0.036319
0.0400391 0.038181
0.0419922 0.0400428
0.0439453 0.0419046
0.0458984 0.0437663
0.0478516 0.0456279
0.0498047 0.0474894
0.0517578 0.0493507
0.0537109 0.051212
0.0556641 0.0530732
0.0576172 0.0549342
0.0595703 0.0567951
0.0615234 0.0586559
0.0634766 0.0605166
0.0654297 0.0623771
0.0673828 0.0642375
0.0693359 0.0660978
0.0712891 0.0679579
0.0732422 0.0698178
0.0751953 0.0716776
0.0771484 0.0735372
0.0791016 0.0753967
0.0810547 0.077256
0.0830078 0.0791152
0.0849609 0.0809741
0.0869141 0.0828329
0.0888672 0.0846915
0.0908203 0.0865499
0.0927734 0.0884082
0.0947266 0.0902662
0.0966797 0.092124
0.0986328 0.0939817
0.100586 0.0958391
0.102539 0.0976963
0.104492 0.0995533
0.106445 0.10141
0.108398 0.103267
0.110352 0.105123
0.112305 0.106979
0.114258 0.108835
0.116211 0.110691
0.118164 0.112546
0.120117 0.114401
0.12207 0.116256
0.124023 0.118111
0.125977 0.119965
0.12793 0.121819
0.129883 0.123673
0.131836 0.125526
0.133789 0.12738
0.135742 0.129233
0.137695 0.131086
0.139648 0.132938
0.141602 0.13479
0.143555 0.136642
0.145508 0.138494
0.147461 0.140345
0.149414 0.142196
0.151367 0.144046
0.15332 0.145897
0.155273 0.147747
0.157227 0.149597
0.15918 0.151446
0.161133 0.153295
0.163086 0.155144
0.165039 0.156992
0.166992 0.15884
0.168945 0.160688
0.170898 0.162535
0.172852 0.164382
0.174805 0.166229
0.176758 0.168075
0.178711 0.169921
0.180664 0.171766
0.182617 0.173612
0.18457 0.175456
0.186523 0.177301
0.188477 0.179145
0.19043 0.180989
0.192383 0.182832
0.194336 0.184675
0.196289 0.186517
0.198242 0.188359
0.200195 0.190201
0.202148 0.192042
0.204102 0.193883
0.206055 0.195724
0.208008 0.197564
0.209961 0.199403
0.211914 0.201242
0.213867 0.203081
0.21582 0.204919
0.217773 0.206757
0.219727 0.208595
0.22168 0.210432
0.223633 0.212268
0.225586 0.214104
