-1.0000000000000000 296580067937556732861473633280435838713429717297049661419277865646102672709323340289277382747939952367498487219325523515232961374049250085083961730334170212760600845696038321402022903537462343760797001730233446563748918239166464.0000000000000000
-0.9687500000000000 34252805650204422628392932447701649568999031359017543659562532674539703145781523846922195469015979985826710559655112171530427609278076117228392968654589884122155817303403210531343650712719706076685611758595829063053285915085711025301880832.0000000000000000
-0.9375000000000000 61981924249817019643529454581771550667849787506681283264702722599015289315986672472725786154558811877776373525641288336763056051060766788596910786464647319214496842872252567716831705593576295666410563207167186932708434429375799221731459072.0000000000000000
-0.9062500000000000 82383243521466506814923800018045986018525486013791915616036375269507140471160877771452470089234591948514081584041534239832561960565989527034996777483232329638274019819845717611545624651551659368662567399464448766647647283886859482818412544.0000000000000000
-0.8750000000000000 97072220016099671991311927792350957346815263693403874596840530100076896749372174353833680648732933092036742622725429701980144977533735933564361115454946540917548080063766720657387809748327236962654865852787796228967521276023378806984146944.0000000000000000
-0.8437500000000000 105888956803633450989761473402258014801532348137850290287754274156779915756705345603831073436631488635339900841701953066829052559401226430688452243113151999539706806909540489951869331844722233166695599130697041057979582560901608868184850432.0000000000000000
-0.8125000000000000 109862141125605378662417933638022126095897490249851746067973671540509250067040371223435353770147194102466388189021607992837296935718817776593635790536328716730880556953795974055309492333925317107210371873948478030471928842330181153637531648.0000000000000000
-0.7812500000000000 109361199600499761162888670960721718707114569191473818143784241998120640358605790928063069956735992324495058256031942611271229019316575147629626073466987038999967834177873844350641547797598697334937792201376386999364471829398744676062724096.0000000000000000
-0.7500000000000000 104942942394753719165164424651357337961936757692796385688695594213929969786489422456402563233411464075868017812741640884860457162576399212185283437707010257157375568832372461348488763514815333054191942986490616442763966975768066364423536640.0000000000000000
-0.7187500000000000 97391228303797565163429001298750977579212521889285762644611117892204706795216952646889478286473236120830454652446634979217699186144958981369086838166154179247867696169969454878517863288558228247493575852468620797848201812661814391140777984.0000000000000000
-0.6875000000000000 86905883908061980144964854870978372552360028294557574345530802355039295487609073153530959665421827949149263294111893438296699734494219406645703072375435938557488824672757295631289709461098686504042182627260799607440900841374669444271308800.0000000000000000
-0.6562500000000000 74651955166217375823506195084898711201333970491697440886787328512389008032847554082354242581822499595253256462284021925786385952382520488820397806087643061715347333006327648590301651969131151802054350451935264728567168555448283941610455040.0000000000000000
-0.6250000000000000 60342249025326888614228256305097745290089526172137375047100150967065161951464426761067649209108723079525346877239916933392258999984754905768082755679518427939349160332034295224435064322068045725285259306325699997885061822910089270394880000.0000000000000000
-0.5937500000000000 44761110596654986290290487129340208657326115946727246596504004066013094334168591508916764565847294748687555685767238782547300211547637930831921331878965895811796415368399720957589286202796496434176327417872756319591446776099716710828867584.0000000000000000
-0.5625000000000000 28531618853380923805149780193656598425671273047913559420629477185486212863167779233123470398833562827585274203693108387305587313713945556422392884037627670530547753388100928813184531095950914237913148812510404975776511839355259484318466048.0000000000000000
-0.5312500000000000 13259115882371427165407266080534241151809592086638186711828165948051137530773211637820958698013368575866657033146202919074732980357155009719973522641182553653403762471136975066988694755983391391093180579747079527480819703810160887435624448.0000000000000000
-0.5000000000000000 969525394416831720357601641044763882168048000139417301816317816853896055298912974141413781977532632484181795341358720297123573561405437582903568304305252543552165767371769760723041022078154718607088798630166165994445440979062285664256.0000000000000000
-0.4687500000000000 -7750185698973513556651504740456853699284455988127330270136825923348602894870105452700241585092132295144222096247419514228613259924339939881357353900967442751369845552715818787386719198536663355434375530899121324123189938663980705691729920.0000000000000000
-0.4375000000000000 -12786791209946731125960095543348812939017694584320577902230599136274705578160165160639949225654151932316759780702563135740625671341502213830450101126613481744953337835639649221316801477847806456683128251201635753536154573956208515623157760.0000000000000000
-0.4062500000000000 -16148348677253294012544431355198314908774446064055195587250631858946679309069658240281191896515987281753928322707147842868582483464211353017429783846429960126207775791635088375331383742304823191897003515639175004107060558870668053456093184.0000000000000000
-0.3750000000000000 -18356373305770203672206122850385296567406686166279988419824221192934457489071110560769729774103432146084250894880625846349196930774435676612998599182716910651956934824746982773076348335598955489565666224458287161549131161132407969999224832.0000000000000000
-0.3437500000000000 -20223224319339494396406233740107016662495167985074394381528285835700183784000151046331711178667138722262842882943626516465324953357368802481603867233176428772741823538042468598215675343561173700888290002287459921182236995228107900517875712.0000000000000000
-0.3125000000000000 -21378113478130577360892158139149149778745247125747701769284173844967724679424704418323341297495936463261014379865539293212161873656274511778238207995996991799688995560523181747369240979200277732038824345709049900480745201592776778789683200.0000000000000000
-0.2812500000000000 -21587027817296676374006400610309001416355884461175210260549440604083737977412142343122304398666272420388347912710847045243309418149959077328866561223790852067405314375429409763591190406117105683330986910487005952140402506937270180933271552.0000000000000000
-0.2500000000000000 -20947362835828262947129628115123029907352934533729271081273906387915757505404250601802027538251708802105495992232092005429949272209748797451396960595038432606567772563779572069211504736747831430312481488492003628163013338555003865780977664.0000000000000000
-0.2187500000000000 -19430173642135398242511192703412055406296708046693203562743903792314262104485894805389584408987094172078415003380533182975973031446236843654518320265687794222543537105034372703108164088317707530734620155104562953378865527486305168091250688.0000000000000000
-0.1875000000000000 -17227956974964601636149008923166242448071679350360076194865175019274835784522253408488196743197241913854592547249439257604588727712936707195396139583269840869274002929348970486703672087097408823096100158154405860517046729140415183515025408.0000000000000000
-0.1562500000000000 -14668462753100379947412088089473479896692783320652173235307475325284592371376463140183353292406403419797409500854119311605613829210295117700412033766622603681146705790189065400447013229417542194742090751716414466905522349280686579115884544.0000000000000000
